cleaned_text,sentiment
is wishing that i could be famous for acting and dancing,positive
hi i think u should try ph in vietnam it s really quite delicious,positive
i d give this a five star if not for the backing up which prevents importing mismatched versions kinda redundant if we can t use the backup that we took two weeks prior,positive
did ice skating last show part this morning mozart awesome can t wait to do it friday and saturday love u all,positive
thanx 4 thee follow,positive
ohh grandpas stable won t kno all details til tomorrow when i visit keep him me and my fam in ur prayers thank you goodnite,positive
thank you developers for creating such a marvelous app i found app history on the link you provided below and it has all records of everything this app has really changed my life i hope to see more such apps from the developers and there are no cons or bugs i have faced till now may god bless the developers for improving the lives of people i would rate 7 stars for such a extraordinary app lots of love 3,positive
has helped me stay accountable and prioritize things that i really want to do,positive
it s beautiful i love the premium version thanks,positive
awesome app it helps me a lot to organize my life work and other stuffs the features are really amazing would recommend this to my friends and colleagues,positive
well thank you,positive
i would like to be able to import my contacts to it i would give 5 stars for that,positive
one of my favorite app to view my planned tasks as a graph when helps for a quick visual of what s next and when thanks for the app,positive
perfect for people who want to get organized and desire an app more robust than a checklist it has profound customization ability the reward system is more complex than competitors for someone with significant attention issues this has really helped me to feel invested subtasks and autofails are great features would be 5 stars if developers 1 allowed subtasks to renew as collapsible tasks not just tied in 2 made tutorial videos full functionality will be a learning curve for many,positive
9 days i m about ready to visit torchwood and see if they ve heard anything,positive
wow this morning 8 15 hrs ding dong breakfastservice was a surprise of marjoleine guido and dirk for mothersday mother hapy father too,positive
gmorning hermana thank you for your testimonial it is wonderful posted already,positive
that was a fun show grabbing a bite to eat now,positive
uh oh hope nothing too damaged,positive
fun at the water park then dinner at the rainforest cafe all free then party tonight pretty good saturday i think,positive
this app is fantastic i work from home anyway and with the disruption due to the coronavirus it was difficult to maintain my usual schedule by the end of the day i hadn t accomplished much and really didn t know where the time had gone i downloaded sectograph and it has made all the difference i am getting my work done and even have free time to enjoy i even recommended it on twitter yesterday,positive
its a nice app a plesent representation of what you put in your task list to do list or meeting list learning the app and for myself getting everything to sync up properly took a little bit of patience but i got it and all s good,positive
waitin for dr dee had lunch with my beautiful lady before that i was on the gym yeah need to loose 10 more,positive
this is a great app it s peaceful to look at easy to use i really wanted a flylady app housecleaning reminders and was able to add those routines tonight i will uncheck the daily chores every night work away at the weekly zones and get my house back in shape meanwhile i keep track of grocery lists who needs new shoes big city reminders for our next trip thanks for making such a simple versatile customizable tool,positive
good app does exactly what it says it will i like that cause it s hard to find nowadays,positive
awesome app very helpful for forming habbits thank you for this wonderful app,positive
this honestly makes tracking my daily life and staying responsible so much more fun having rewards is a great way to remind people that it s important to reward yourself for your hard work i m a really competitive person so this is really handy for actually getting myself to do things even if the reward is small it s still gratifying to level up for not skipping uni or using the treadmill super rad and would definitely recommend to anyone looking for a more fun life tracking app b,positive
i want a dog or a cat or something i want something to unconditonally love thats not materialistic or a family memeber,positive
that s great bastos i m happy for you you gonna do the mabaho leg to celebrate haha,positive
that s me on a good day,positive
rofl even if i kept insurance and payments under 300 im still like meh good thing i applied for a day job pasy 2888mo,positive
i will i enjoyed doing the peg bags i ve adapted the design for a tote bag bit cuter than i normally do,positive
_shantz heyy shantell twitter is cool thats why and guess what i followed britney spears and she followed me back,positive
good app easy to use i like the fact that it emails my daily to do list,positive
amazing app would recommend it to anyone just wish it had more icons for activities does that come with premium too,positive
great app helped me get my time optimized and scheduled thank you very much developers 1 suggestion would be to add auto backup on the cloud through google and so on,positive
love the look of this agenda list feature is great way to track complete to do lists,positive
works great user friendly and comes with a variety of colors to choose from the colors are nice and they are adjustable to your liking easy to organize and to navigate it s simple and functional i like how you can set the notification to make it stay on there forever until you swipe it to the side that way i am still informed about something important while it s still visible on my screen in case i miss the reminder,positive
_bach thank you for your positive energy contributions here,positive
yes it definitely paid off thanks 4 the advice,positive
i m thirsty in the middle of the night and get to the fridge only to find my brand new bottle of cran cherry juice gone fml moment,positive
amazing app very helpful in planning your business very nice feature that you can add something and put it on repeat every day every month certain day highly recommend it will help to make you business and life more easy,positive
haha cute ps thanks for the reply made my day haha,positive
ads have changed from a small bar at the bottom to a full page screen that you could close to a full screen video that you can t close until you watch the whole thing,positive
love to but can t swing the 11 am i would more than likely do an evening tweetup in the future,positive
_nigerianboi thanks jt i also enjoyed it i will r u following me ill follow u back,positive
this app is really functional and helpful the widget is great caveat you can only track seven habits without paying it s one time five bucks and worth it though suggestion to the developer make checked off habits go to the bottom of the list so we can see what we haven t done yet more easily,positive
thats great hugs,positive
bahaha weekends are just too short esp when it s nice out i wanna stop time like evie on outta this world morning,positive
he was soooo great loved him he was so good live haha it poured on us though makes it that much better,positive
instead of just giving me a clock for practice give me an app for accountability something in which i can see my entire day at one place and i can manage accordingly make it simpler guys,positive
fine thanks not long now till christmas i m excited,positive
omg that s really good i want to see the photos have a nice day,positive
wonderful app that simply shows your progress of creating habits love the visual layout that helps he stay on track,positive
keeps everything organized between my wife and me now she can even tell me what to do when im not home really though keeps us totally coordinated and stops us wasting time live ut for my own lists too i live by lists so this is a dream come true,positive
lan poker is so much fun someone help me remember ki compre chal raha hai abhi,positive
i really like how this app is working it s easy to use and routines are very useful i had little problem and i got a response in one hour so thank you for the help,positive
ooooo an explanation thank god for that or u would forever be wondering i love a good night mare tho,positive
i wish there was a task manager only reason for 1 star drop otherwise this app is working great for me,positive
very well nothing flash but different to chocolate 4 a change good 2 meet u yesterday gr8 atmosphere discussion,positive
thanks man that sorted it i only ever remember 222 222,positive
idiotat tux11 that s cool th nks for the follow techyuppie idiot,positive
can you please add the ability to hear a sample of the audio themes before you select them i tried another popular rpg checklist app and i didnt like it as much this app for me has been life changing literally its a great app for breaking bad habits building up good habits or having a videogame style quest checklist that gives you instant gratification for completing real world tasks theres some occasional glitches but nothing major they can be fixed by closing the app and restarting it,positive
round and round the garden the amazing thing is that he s still talking to me,positive
this app has worked great with no glitches it does exactly what i need it to do and has had a valuable impact on my life one minor update i d like to see is a way to customise the category titles sometimes the preset ones don t match up with the tasks i do,positive
there was no traffic at all on my way home and all traffic lights were green im afraidiowe karma a big check,positive
here have fun with this,positive
i m easily motivated by things like points and streaks so this app works really well for me to increase my productivity and decrease my anxiety i use rewards for breaks and find that i get unpleasant but short tasks done much more often because i can earn breaks quickly by just getting them over with i also get my long complicated multi part projects done early i gave it four stars because there are a couple of features i d like to see but it works great as is,positive
_ hmm thats the bu tour list but thats so cool and why does it say 2008,positive
_ a so that s him nice attempt at hiding from the camera,positive
love this app it has really helped improve my productivity,positive
my favorite aspect of this app is the visual organization of my daily events it s a great little widget for people who need to keep track of their life but literally always forget to open the calendar app i would like to see more color custom options,positive
could you write an option so we can backup lists to cloud otherwise this app is really handy,positive
ha thats good thats why i love my boys cos they never stir up the hatred that the mighty red scum do everyone loves city,positive
this is very true about but you do have to admit it was pret ty funny im bout to go you tube it lol,positive
good i hope that it was a wonderful experience,positive
thanks for sharing that,positive
you re not the only one surprised that freetds and utf 8 don t just work but you ll get it right eventually,positive
love it gotten through a bunch of essays with this app i love it actually let s your phone play music which i always turn on before starting the timer i do have one complaint and it is a small one though i think there should be breaks during the timer i ve needed to use the restroom a lot during studies and i feel guilty because i m wasting time so i think there should be a 5 minutes break option maybe you re only allowed to use it once or twice per tree depending on the time it took,positive
the only issue i keep finding is that i get constant errors disconnected from servers even if i have full wifi or full 4g connection it gets clunky with the network connectivity however it has changed my productivity radically in these dark days of my life,positive
awesome not awesome just got a new phone doesn t trasnfer most of my events and tasks this has to improve i love this app enough to take my tune to recreate my events but if this isn t fixed by the time i need a new phone bye bye business calendar and i think i even paid for the upgraded version i see red,positive
best todo list organizational application i have found i have tried many different apps like this one before finding ticktick it s proven extremely useful for organizing my day to day tasks and chores,positive
the hotel should be thankful,positive
outstanding i have relied on this app for years the customization of the design colours for the calendar widget is a massive pro as it keeps with my phone s aesthetics the learning curve is a little steep in some cases but the capabilities and look are worth it with multiple reminder notifications ability to include emojis different colour options for calendar entries and design layout much more this is an indispensable app in my arsenal added colour options would be my one request,positive
thank god for some overcast and ivory trying to get my mom to take me out to lunch egh doesnt look like its gonna work,positive
i like the design and speed of the app but some features are behind a pay wall that are very helpful but they need to get money someway right the only thing that i dont like about the app is that its not possible to schedule repeting tasks,positive
great concept has me waking up on schedule and doing my tasks so i dont loose life and earn exp just one thing i cant do quests i got the dust bunnies quest but i have no clue what to do with it help,positive
kat stewart did a great job with a great character not that i watched underbelly in victoria,positive
so far so good i ve been using it for about a week it s easy to set up habits a schedule and reminders checking things off and seeing my success rate is very motivating to me i upgraded it s a one time fee of only 7 99,positive
not feeling very good at all why does this have to happen today of all days not going to friends tonight,positive
i also have a certain cd from camp that a certain somebody gave me yeah there s this guy in the video that s really frickin hot,positive
cool i saw it now in the link thanks,positive
jeff was right call of duty pwns now i just gotta figure out what to do with this xtra copy of wolvarine i bought earlier this week,positive
i was skeptical at first but wow yes the req to have a microsoft account didn t thrill me but this has all the features wunderlist did and more you just need to find them you can move the order of tasks manually just do an extra long tap on the task and drag there is also a an inbox here it is just called tasks this app is much more flexible in terms of themes than wunderlist was and it makes it really easy to both delete tasks and steps within a task switching was easy too,positive
excellent then chiang mai is definitely a possible next vacation stop thanks for the info,positive
i hope that happens tomorrow then ill be there providing my dad gets better to take me,positive
nope don t think i will thnx for asking lol i will be fine,positive
i would love this app so much more if part of the calendar wasn t obscured i don t mind the week number or anything i just wish i could see both it and the bottom of the calendar clearly,positive
this tool really helps me see my progress so that i can feel motivated to change when i see that i have been on a successful streak it helps me believe that i can make positive changes for real and forever i only did four stars because if you want to track more than 5 things you have to pay also their forums seem to only feature drug and sex addicts it s kind of creepy really but you aren t required to participate so i ignore it,positive
very good for time management and reminding you when need to get things done,positive
thanks you re the first one to wish me a happy mother s day,positive
great app to keep tight training schedules and regimes premium isnt necessary only downfall would be reminders notifications more than once,positive
fantastic app it has so many options to adjust i love the widget on phone screen my husband has started to use it as well thank you,positive
i did thanks laura,positive
this is an awesome app i initially thought the idea of gamifying my life was a little silly but fun after trying for two weeks it is far more motivating than i ever thought thank you this is finally getting me into habits i have been trying to develop i one thing i have difficulty with is the subtasks once i complete the subtasks they don t carry over to the next day s parent task however the rest of the features of this app are so great you still get 5 stars,positive
well gracias haha and why is that the plays,positive
thank you usually the learning happens after i get a little rest and review my notes which reminds me i d better get some rest,positive
totally i ve been waitin for somethin new and thought provoking at mj name,positive
i ve been using the app for more than a year and it s a real thing very functional and customizable in many different ways i simply can t use another calendar app since i started using it,positive
yes me too i can t understand why they have to do that i mean i know it s all about hollywood but this thing is called love,positive
then what about domina sun girl i think that fits better,positive
_10k much appreciated yeah it sure is a challenge and a great reward wouldn t trade it for anything,positive
i love what this app is doing and what they are attempting to achieve but at times when i try and double my coins it does not get added to the overall total it s a small thing but i hate watching adds just to not receive the reward,positive
this app is the best to schedule my day further more here are some possible features to add a homework option w reminder water reminder mood tracker monthly routine and calendar also would like if premium was cheaper,positive
yes that sounds like a great idea message me on lj about it,positive
i love this app fyi although it is a free to use app i dont remember seeing a single ad definietely reccomend,positive
hey tom have your plans to make an concert in denmark this year please reply,positive
a very useful app it helps timely completion of your tasks thanks a lot developers,positive
thank you very much,positive
it really helps me being productive but maybe you could make it more worth it to continue after the time has ran out like get more money or a medal or something because personally i feel like doing more than you planned should be rewarded,positive
the stratus is going bye bye today i loved that car in high school fb,positive
what better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine our wine was a red,positive
love the app best of it s kind imo not perfect but so close this app has the potential to be used for so much more than just habits and tasks if i may suggest having the 00 digits be optional and not by default when setting entering goals having multiple reminder notification throughout the day on one habit to enter data multiple times a day ex 200 push ups a day with 4 reminders so i can do 4x50 or something instead of having 4 habits or the ability to group habits,positive
laying in bed with a book some beautiful music thank you kaki nicholas sparks,positive
great design autocomplete the date if you add words such as do something wednesday and many other autocompletion features it s the best out there for sure and i ve tried them all,positive
moved to ticktick when wunderlist announced it would become microsoft todo i m loving it so far better than wunderlist specially the web app,positive
easy to list things and good reminder,positive
sanctuarysunday thanks for joining on sanctuarysunday follow more sanctuary people to keep up to date on the tweets,positive
this app really helps me when working on school at home we ve been doing a lot of that bc of covid 19 i really suggest this app hint if you want a free tree from the store order them from least coins to greatest,positive
i m not sure btw yay for wicked tickets that s awesome when are you going,positive
this app is awesome trust me it will keep you on track,positive
thanks man i really appreciate the kind words,positive
that sounds delicious,positive
haha best thing about office birthdays hey,positive
nothing better than to have your grandaughter smile and nothing feels better than that big hug grandkids what a hoot,positive
i saw them a few on this tour a few months ago in boston so good glad you finally got to see them,positive
hey samantha welcome and happy mother s day,positive
do you have any plan to make desktop view i am using pro and pretty happy except that part getting more info for schedules and it would be amazing if it provides desktop view a bit inconvenient as a one who is relying on this app a lot,positive
aw that s cute,positive
looooooooooooool thanks,positive
just another manic monday wish it were sunday that s my fun day happy monday twitterland,positive
this application is the best for to do task i think it is more than you expect it will fulfill your all requirements it has most creative function that you haven t imagine thank you so much developers,positive
i love this calendar app this is the only digital calendar that i have been happy with i can easily see what i have coming up i love the tasks and the ability to make my to do list right on the app and the ability to easily snooze a task ii didn t get to until tomorrow love it,positive
i love this app it helps me to stay organized it s very convenient i used to write my to do list on paper but it s so much easy to have this app right at my finger tips its allows me to break my list down into categories and use different colors to differentiate each category,positive
love the app i ve signed up to premium a year ago and i m continuing my subscription i m using the getting things done gtd methodology with this app a feature idea allow users to choose when today ends or when tomorrow starts e g my day doesn t really finish at midnight every day i consider my day finished when i go to sleep which sometimes can be at 3 4 am so i would choose 6 am to be my tomorrow so those tasks don t mess up my to do list on nights when i work late,positive
i like the usability and design a lot unfortunately it has to be synced with your normal calender which is a deal breaker for me i wanted to seperate work from my private life to keep a work life balance it s sadly not possible with this app,positive
ur so cute i m a fan of dream a little dream this kiss and appearances like in dawson s creek make more flicks,positive
works well overall but recently won t add entry from widget on homescreen it would be great if items from the planned task categories with a due date would automatically be added to my day on said due date rather than having to open the planned task categories and adding to my day from there just a thought,positive
this app can really improve your life,positive
easy to use flexible i use the sub list feature to describe steps needed to accomplish a task i have lists for every day of the week some tasks need to be done each day e g wash dishes etc some tasks are unique and i create them as needed for each day i have to do and done sections once a task is completed it goes to the done section this app helps me focus on getting things done and has become an essential part of my daily routine,positive
aw anytime boo i realized that all i need to have some fun are you guys we should change our pics to the poofy hair ones,positive
it s not a bad concept at all and i m happy it helps in real life too but i was excited for the whitelist feature and it s only available for purchase most of the work i do involves other apps so i wont use it often at all for those who don t need other apps it s a great thing to have i ll use it when i m reading doing homework that s not online etc just wish i could do more,positive
lol i went to settings change character value and got myself 9m coins uwu btw is that cheating i mean well its right there,positive
mama you re the best thing that ever happen to me thanks for everything and sorry for hurting you i love you 3,positive
okay decided to write the review because this app is just amazing it s simple and functional i love the fact how easily you can create tasks set time etc the only thing i d like an option to set up default settings like always have an alarm automatically on for the tasks i create i can finally delete all other task reminded apps found my perfect solution love it,positive
yep that good feeling didn t last back to sleeping for me,positive
thanks for the reminder tony,positive
that sounds good too,positive
free app works perfectly syncs everything,positive
i did yay where did i get that extra ï ½300 from hmm anyway i m going to be partying hard when i get it,positive
great app very user friendly and practical thanks,positive
i miss my nipissing pitas good thing we ve got a euphoria in barrie cause i would never survive summer without my pitas and smoothies,positive
great app i might edit this later but i m too lazy to go into detail right now,positive
morning twitterbugs nothing like a loooooooooong lie in,positive
great app easily share lists with others easy to add or check off items one enhancement request would be to make another default view option the list of all projects rather than having to choose one project to default view,positive
thank you so much phaoloo,positive
i love that show i would totally go on time bandit deadliestcatch tpg love ocean crab legs suspense,positive
love it it only thing lacking is just some ideas to motivate me what should i do,positive
either way you always tend to make my followfriday list sweetie you do rock that much,positive
thanks nick means a lot coming from a designer of your caliber symphonycms,positive
basic functionality and apparently that s enough for personal usage but this animations and user experience make you open this app again and again and again,positive
hee hee btw thanks for your linkedin tips i ve still to use them but thanks in advance,positive
great app i would like more progression content resetting levels is easy implementation but gets stale quickly mages do too much damage but this app had been transformative and amazing i will consider contributing to development,positive
can you please with that i d love some egg bacon ranch bed for giving birth 3 times in 4 years,positive
all is well that ends well unless of course well times the power of three the sum of ends if x being all,positive
easy to add habits and tasks you see everything for that dat,positive
i especially like the fact that business calendar 2 works with akruto sync to synchronize my calendar and contacts between pc and android phone without putting anything on the cloud occasionally business calendar 2 and akruto sync will duplicate many calendar events making work for me to delete the duplicates,positive
an app that is simple to use and well built speaking from everything i ve asked of it so far,positive
i m using 2 calenders and 1 to do planner not including this all has their pros and functions i want yet they re different in style this is one of the best i just love using the week view seeing at one shot time of events laid out in planner including notes on that day with pics uploaded if needed it sync with my anydo planner which has a calender but i just love how i can use this a bit differently for scheduling best if only it has a daily mood tracker added in the notes function,positive
thanks for viewing my portfolio i ll be updating it sometimes will keep u updated,positive
great app could be better if i could have the same habit with multiple notification times so i can do it several times a day without having to recreate the habit several times thanks,positive
this is my favourite app the plants are so cute and it really makes me so motivated to study i am also very happy with the tags but i have a question if i am going to change to a new phone but with the same sd card will all my plants be gone,positive
thanks good morning,positive
really wanted to go to that gig tonight,positive
thanks and ill cross my fingers for you that the rain will stop,positive
definitely helps me to stay organized a little easier i personally use it in conjunction with an old fashioned pen and paper when i have a lot to get done in a day the only complaint i have with it is that i wish i could add additional reminders for the tasks instead of having to choose a reminder time based off of a due date i set other than that it s great and easy to use,positive
this is one of the apps which i would recommend everyone to do check this out,positive
it s helping me the way i think,positive
a celtics lakers rematch sounds better don t you think lol,positive
how is aussie im hopin to be there in sydney in less than a week just got my visa on thursday whoot whoot,positive
so far this app works perfectly for what i need,positive
omg 17 again i m so buying that on dvd yeahness for another good movie also thanks to my movie buddies,positive
just installed love that syncs with google wish the mobile app allowed screen rotation wish i could zoom on the week a month view i understand mobile i in beta looking forward to the evolution,positive
off to see the tinyï ½s thinking thoughts about smiles i caught from the radio and big daft grin all over my face,positive
that was a really good interview to read really enjoyed it x,positive
this app is great closest i ve found to what i want but i wish there was an option to add goals instead of just habits and give the goals a bit more options for their completion and reminders sure i want to have the habit of eating healthy lunches but i also want to record my goal of losing a certain amount of weight over a few months,positive
this is such a fun way for chores to be rewarded my household is full of gamers and this is a great way to create and maintain habits as well as track chores on a daily weekly or monthly basis they are great about getting back to users they have real conversations and listen to user feedback,positive
oh duh i see that now thank you,positive
happy mothers day to those of u that are mothers and happy mothers day to all of your mothers i miss my mom,positive
good to hear i have a feeling though the behind the scenes and or being there is better than what is shown on tv,positive
go overall application i wish it was easier to make changes in already established recurring appointments and it would be nice to have a refresh button everything else works really well,positive
thank you for ff,positive
this is cool van helden,positive
i am twittering like a boss thanks savvv,positive
i think i left my conference feedback sheet in my bag oops just say excellent for everything found out about it from you,positive
a rare treat b c we re rarely ap and at em that early but we may make opening bell at the pdx farmers mkt a new goal,positive
oh noes hope you feel better soon my head sympathizes with yours,positive
this app is literally saving my grades just an idea for a different way of using maybe add an option where you put your phone down and it just plants a randon tree and when you pick your phone back up you can see what tree is planted or how many you got its just sometimes i need to focus but i dont know how long for and then i either kill the tree or feel i could have planted for longer with more coins,positive
the nocturnal serendipity kashmir is an important means to that end,positive
thanks anyway,positive
thank you need to pass my test first,positive
love at first use hope this keeps getting much cooler and hope doesnt endup as 30 trial or something bahut funny we students cant afford you know bahut dukh,positive
good that was the intent hopefully others get the same vibe,positive
great smart looking app it has help me improve my hardwork sometimes in a day you wish someone could remind you of what to do but guess you might have no one it has been helpful to me thanks a lot guy,positive
this is absolutely what i was looking for it generates my job events thanks,positive
i like this app enough to have paid for a year s subscription but there are a couple quality of life improvements that would be nice i would love to see icons on the widget i would also like to pick icons as my avatar photo since there s some good ones,positive
that was funny n almost right,positive
great app easy and simple to use the ability to save different schedules and just toggle each or all of them is perfect have some seasonal schedules that i can just turn on or off as required while keeping other routine schedules,positive
i m not usually one to advertise but seriously if you are looking to be more organized with your daily weekly monthly yearly or random tasks then tick tick may be right up your alley i downloaded it about a week ago as a suggested upgrade from the gtask tracker app which i liked a lot and i absolutely love this app for real,positive
bgt aw bless her my stomach sank when she first whimpered but good on her for trying to carry on that s nice of simon to take charge,positive
welcome aboard to 5 new followers thanks i m honored,positive
this is the best to do list also growing your karma level is fun,positive
a fun way to get into habits makes me want to do things in real life as i find it very rewarding i think it would be helpful if there was a timestamp on the dailies habits as to when you last checked the item off i don t have the best memory and feel like some days i double up on certain tasks because i can t remember if i ve checked it off or not alredy i would like to see how long it has been since i last did a task again i often forget other than that it s fantastic,positive
i am just beginning to use this app but it appears to have everything i need,positive
thanks for adding no befriending no uh oh never mind thanks,positive
excellent tool to organize tasks in multiple lists thank you for developing it a few more features would be helpful such as synching the scheduled tasks with google or outlook calendar moving set of tasks from one list to another saving and restoring to an online account or preferably to an excel sheet or a csv etc it is working wonders for me in the current form however would love to have these on the top good luck and thanks again,positive
i just downloaded this app and i can tell that it s very useful and user freindly i used other apps to organize myself but this one takes the cake and on top of that the developers owner of this app responds to issues or suggested features unlike other apps i ve used that s the main reason i think this app is great,positive
i ll check it out thanks and good luck with your book bella,positive
it does exactly what it should do in a very clean yet detailed way excellent app that has helped me conquer addiction i love it,positive
this app is an awesome and fun to do list i like it a lot and it helps me out with my life and tasks every day however the app crashes whenever i try to sort to dos by scheduled and it s getting a bit frustrating,positive
app is nice it works fine i think it might just be better if it can give some rewards maybe points or what whenever you exceed your goals i also do not understand some items in the app like the red translucent thing that goes on when you tap the dates the 2nd time and why it decreases when red maybe you can make the app more user friendly i also sometimes feel offended by being catcalled by the app notifications i don t think it s appropriate still it s a great app,positive
what a glorious week my best holiday ever i think i so don t want to go home in the morning,positive
poor kitties if there s nothing that can be done hopefully you ll at least be able to find her a good home,positive
really great it is clear effective i can create my own projects and follow them it shows me tasks from yesterday that i forgot to do and so forth,positive
oh ok thanks,positive
this is awesome because the app helps you keep yourself on track it definetly helps when doing distance learning because of covid 19,positive
this is a very helpful and fun way to get yourself in the habit of doing things the daily tasks are a fantastic way to get your daily stuff handled and check them off within the app you ve got the ability to create to do lists with due dates and notification reminders can make it ridiculously simple to get even the most complex task completed on top of all this seeing your character earn experience new items and getting pets and mounts turns all the monotony into a wickedly awesome rpg,positive
nigel really enjoyed it but he s got a big scratch on his side that inexplicably appeared afterwards,positive
didn t realize you were that young advanced happy birthday stefan mtfbwy always,positive
just retired and struggled with getting a routine i like to keep the same tasks on my morning routine and my evening routine check them off then uncheck later for the next day i made a to do task for things that are not the norm i really like this its a help and keeps me from chasing squirrels,positive
it a great app repeating tasks are great when its chores that you only do once in a while and sub tasks can actually be helpful too the reason i give it 4 stars is because priorites in tasks come in a very tacked on way,positive
thx for the tip how did you figure that one out,positive
initially i thought this would be another app i get and forget about in a week not at all this app is working great for me i started planning and recording everything it is keeping me accountable for my focus it may sound stupid but it is fantastic,positive
useful efficient and simple while some people find the simplistic nature of the app as a downfall i believe this is one of it s best features i can make tasks with deadlines and make the subtasks have subtasks meaning big projects are a lot more step by step and manageable i ve recommended this app to a few friends and would do the same thing for others especially students,positive
nice that sounds great let me know when and where,positive
could you allow me to add activities on my timeline because my routine and plan is always changing and cannot be limited to a fixed routine i use this as a daily planner to plan out my full days and weeks ahead of time so it would be good if i can add activities far ahead of time,positive
very much featured app this app is all i need to manage my time,positive
i didn t get a lot of sleep myself last night and it is a good thing reading,positive
just wanted to point out that on youtube you have more subscribers than tom felton thought that might make you happy,positive
oh yea i didn t think it was open yet they took over ben jerry s i loved that place,positive
nothing wrong with that samantha,positive
turned around my productivity life slowly but surely it s all in how you use it i recommend starting slow with a couple tasks a day that you already do and then slowly adding things you find you need to do clean interface and helpful karma system,positive
thank you you too i hope this turns out to be a top week for you,positive
this app is really is the best it helps me to do everything on time and keeps me organized this app has really easy set ups too,positive
nothing is ideal but this app helped me to write a song and make my own project it s funny that same time i grow a beautiful garden thanks,positive
i have tried soo many to do apps but this is the best i ve come across regret that i found it this late this is an amazing app great work guys planning to buy a subscription pretty soon one suggestion instead of billing annually could you do it quarterly or monthly subscription,positive
i have used several habit tracking apps and this one is the best it is easy to use and i like the way it gives my percentage success rate and my streaks a lot of the other apps wanted a monthly subscription fee i paid for the pro version after using the free version since it was a one time payment,positive
it is a pretty nice app i really like it but why don t you you make the delete completed tasks button is it something too difficult if this function will not appear in the nearest updates i will change the app for sure,positive
thank you the best to you and yours tomorrow i hope you all have a lovely day together,positive
thanks for the support,positive
love this app so far it just needs push notifications widgets and a habit tracker hut all in due time i m sure,positive
i love this app simple easy to use easy to organize or reorginaze and shuffle my tasks around as needed this is the best task app that i ve ever tried and i ve tried quite a few high five to the developer now i want it for desktop and across all of my devices i hope that option is coming soon,positive
this app is the simplest thing yet it makes such a big difference in my daily life i would only add the option to see the details of each task on the widget right now it opens the app by default which is not a major issue but it would be an improvement thank you for making my life easier,positive
so happy its friday not so happy about this rain,positive
it started out so lovely this morning now looks like it s gonna chuck it down,positive
i don t have a ticket my boyfriend isn t that into them it might rain and i m on a budget boo i 3 tho,positive
that s awesome can t believe they have the poster up already i haven t seen one over here yet,positive
hey never realized that you also get a twitter account your guides are truly many times a lifesaver to me,positive
this is bad ass i really love the originality of the concept,positive
love the app but there is a bug in the current version of the app where next week actually schedules things for two weeks out actually scheduling in general in the app seems a little wonky these are new issues as of a few weeks ago otherwise it would be 5 stars,positive
that s a very cute picture but you don t get fat from licking bbqs he must have found some chops on someone else s,positive
it worked fine for a while but now every time i click on a task habit goal to edit the app crashes i can tick off the task and plus on the habit just fine but i can t edit anything now please look into fixing it soon edit thank you the latest update fixed it all,positive
it s a neat idea and i ve i tweeked the display settings i was able to make it easier to read there are some features that could be explained better though overall it s a interesting way to see what s on your schedule,positive
i m not sure what you mean by blowin this joint rb lol lol good one,positive
sweet i should have something new to show you by then too,positive
my favorite habit tracking app i am the author of multiple books on how to build better habits and regularly speak at conferences on how to create behavioral change this app is my secret tool for keeping myself accountable and i recommend it to all my clients simple and easy to use the one thing that would make it better would be if it had some reminders notifications otherwise it s close to perfect,positive
i liked it i just have to many things i want to put in it and i can t afford to pay for premium,positive
watching hostage also got an idea for that animation i m making hope to have it ready and post a link here by the fifth of june,positive
if you save these pix from the today show please credit thanks,positive
going home to enjoy what is left of the day i can t believe how quickly this week flew by no time for tweets,positive
thanks,positive
he s hard to please methinks he has the picture in his head just fine,positive
does everything it says it does i use it on my phone and my tablet for 5 years now wish i there was a desktop edition to sync with it and would be nice if there were saved searches seems like that would be easy to implement and so helpful for the users,positive
i love this widget it s such a clear picture of the time and schedule my only thing is i wish it was compatible for the galaxy watch i got the app because i saw it on the watch i m the pictures but it doesn t work with the galaxy watch if this was improved to work with the watch i would give it 5 stars,positive
thanks i was gonna make a joke and say they look just like mine,positive
one thing is good enough for me friendship retained,positive
great app the only two features that would make it even better 1 add option to hide declined events this should be simple 2 recreate it as samsung gear watchface,positive
haha thanks it s the inane grin from grading some students have been really fascinating this semester,positive
